Num,Title,Year,Publisher,Genre,Platform,No_Players,Userscore,labels
4238,de Blob 2,2011,BlueTongueEntertainment,Action;Platformer;Platformer;3D;3D,Wii,not specified,,
4239,Wonder Boy: The Dragon's Trap,2017,Lizardcube,Action Adventure;General,PlayStation4,not specified,,
4240,Overlord II,2009,TriumphStudios,Action Adventure;Fantasy;General;Fantasy,PC,No Online Multiplayer,,
4241,Victor Vran: Overkill Edition,2017,HaemimontGames,Role-Playing;Action RPG,XboxOne,not specified,,
4242,NHL 06,2005,EACanada,Sports;Traditional;Ice Hockey;Sim,Xbox,8  Online,,
4243,OutRun Online Arcade,2009,SumoDigital,Driving;Racing;Arcade;Arcade;Automobile,Xbox360,6  Online,,
4244,Band Hero,2009,VicariousVisions,Action;Miscellaneous;Rhythm;Music;Music,Wii,not specified,,
4245,Hearthstone: Journey to Un'Goro,2017,BlizzardEntertainment,Strategy;Turn-Based;Card Battle,PC,not specified,,
4246,The Darkness II,2012,DigitalExtremes,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,Up to 4 ,,
4247,Scram Kitty and His Buddy on Rails,2014,DakkoDakko,General;Action;General,WiiU,not specified,,
4248,F.E.A.R. 2: Project Origin,2009,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,not specified,,
4249,Lego Star Wars,2005,Traveller'sTales,Action Adventure;Sci-Fi,GameCube,1-2 ,,
4250,MLB Power Pros 2008,2008,Konami,Sports;Traditional;Team;Baseball;Arcade;Arcade,Wii,not specified,,
4251,Major League Baseball 2K7,2007,KushGames,Sports;Traditional;Team;Baseball;Sim;Sim,Xbox360,2  Online,,
4252,World to the West,2017,"RainGames,Soedesco",Action Adventure;Linear,XboxOne,not specified,,
4253,Atelier Rorona Plus: The Alchemist of Arland,2014,Gust,Role-Playing;General;Japanese-Style,PlayStationVita,not specified,,
4254,Space Channel 5 Special Edition,2003,UGA,Miscellaneous;Rhythm;Dancing,PlayStation2,1-2 ,,
4255,Emergency Fire Response,2003,"MonteCristoMultimedia,MonteCristo",Action Adventure;Modern;General;Modern,PC,1 Player,,
4256,Downhill Domination,2003,IncognitoInc.,Driving;Racing;Other,PlayStation2,1-4 ,,
4257,Lunar Legend,2002,MagicRings,Role-Playing;Console-style RPG,GameBoyAdvance,1-2 ,,
4258,2002 FIFA World Cup,2002,SoftwareCreations,Sports;Traditional;Soccer;Sim,Xbox,1-4 ,,
4259,Breath of Fire,2001,Capcom,Role-Playing;Console-style RPG,GameBoyAdvance,1-2 ,,
4260,Sky Odyssey,2000,CAProduction,Simulation;Flight;WWII,PlayStation2,1 Player,,
4261,Mario Party,1999,Hudson,Miscellaneous;Party,Nintendo64,1-4 ,,
4262,N+,2008,"MetanetSoftwareInc.,SilverBirchStudios",Action;Platformer;Platformer;2D;2D,PSP,1-2 ,7.11,"single,easy,une,injouable,et"
4263,Spider-Man 3,2007,VicariousVisions,Action;Action Adventure;Platformer;General;Platformer;3D;3D,DS,1-2 ,,
4264,Silent Hill: Shattered Memories,2009,"ClimaxGroup,ClimaxStudios",Action Adventure;Horror;Horror;Survival,Wii,No Online Multiplayer,,
4265,Marble Blast Ultra,2006,GarageGames,Action;Platformer;Platformer;3D;3D,Xbox360,8  Online,,
4266,echochrome ii,2010,SCEJapanStudio,Miscellaneous;Puzzle;Action;Puzzle;General;Puzzle;General,PlayStation3,not specified,,
4267,The Metronomicon,2016,Puuba,Action;Rhythm;Music,PC,not specified,,
4268,Pro Evolution Soccer 2011,2010,Konami,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,not specified,,
4269,The Book of Unwritten Tales 2,2015,KINGArt,Adventure;General;Point-and-Click,XboxOne,not specified,8.38,"funny,+,optional,original,old"
4270,Tom Clancy's Rainbow Six Siege,2015,UbisoftMontreal,Modern;Action;Shooter;First-Person;Tactical,PC,not specified,,
4271,The Settlers 7: Paths to a Kingdom,2010,BlueByte,Strategy;City Building;Management;Historic;Historic;Government,PC,not specified,,
4272,RollerCoaster Tycoon 3: Soaked!,2005,FrontierDevelopments,Strategy;Tycoon;Management;Tycoon;Business / Tycoon,PC,1 Player,,
4273,BlazBlue: Cross Tag Battle,2018,ArcSystemWorks,Action;Fighting;2D,Switch,Up to 8 ,,
4274,Rune Factory Frontier,2009,Neverland,Role-Playing;General;General,Wii,No Online Multiplayer,,
4275,Mantis Burn Racing,2016,VooFooStudios,Racing;Arcade;Automobile,XboxOne,not specified,,
4276,Mighty Switch Force!,2011,WayForward,Action;Platformer;Platformer;2D;2D,3DS,1 Player,,
4277,EVERSPACE,2017,ROCKFISHGames,Action;General;Action Adventure;Open-World,PC,No Online Multiplayer,,
4278,Dark Souls II: Crown of the Old Iron King,2014,FromSoftware,Role-Playing;Action RPG,PC,not specified,7.5,"new,old,original,sunken,boring"
4279,TrackMania 2 Valley,2013,Nadeo,Driving;Racing;Arcade;Arcade;Automobile,PC,not specified,,
4280,Wolfenstein II: The New Colossus,2018,"PanicButton,MachineGames",Action;Shooter;First-Person;Arcade,Switch,No Online Multiplayer,6.93,"new,nazi,political,white,old"
4281,State of Decay,2013,UndeadLabs,Action Adventure;Horror;Horror;Survival,PC,No Online Multiplayer,,
4282,Rock Band 3,2010,BackboneEntertainment,Action;Miscellaneous;Rhythm;Music;Music,DS,not specified,8.47,"pro,new,old,easy,available"
4283,High Hell,2017,TerriVellimann,Action;Shooter;First-Person;Arcade,PC,not specified,,
4284,EA Sports UFC 2,2016,EASports,Sports;General;Individual;Combat;Boxing / Martial Arts,PlayStation4,2 ,,
4285,F1 2013,2013,Codemasters,Driving;Racing;Simulation;Formula One;Formula One;Automobile,Xbox360,not specified,,
4286,LEGO Harry Potter: Years 1-4,2010,Traveller'sTales,Action Adventure;Adventure;General;Fantasy;General;Fantasy,PC,No Online Multiplayer,,
4287,Mirror's Edge,2008,EADICE,Action;Action Adventure;Shooter;Modern;General;Modern;First-Person;Modern,PlayStation3,1 Player,7.4,"unique,new,hard,amazing,innovative"
4288,Sid Meier's Civilization VI: Rise and Fall,2018,FiraxisGames,Strategy;Turn-Based;4X,PC,not specified,,
4289,Blue Dragon,2007,"Mistwalker,Artoon",Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,Xbox360,No Online Multiplayer,,
4290,Final Fight: Double Impact,2010,Capcom,Action;Miscellaneous;Beat-'Em-Up;Compilation,PlayStation3,not specified,,
4291,Tacoma,2018,Fullbright,Adventure;General,PlayStation4,No Online Multiplayer,,
4292,Far Cry 5,2018,UbisoftMontreal,Action;Shooter;First-Person;Arcade,PC,Up to 12 ,6.91,"cry,ubisoft,new,interesting,beautiful"
4293,Call of Duty: WWII,2017,SledgehammerGames,Action;Shooter;First-Person;Arcade,PlayStation4,Up to 18 ,,
4294,Monster Hunter Stories,2017,Capcom,Role-Playing;Action RPG,3DS,2 ,,
4295,Noitu Love: Devolution,2016,"Konjak,MP2Games",Action;Beat-'Em-Up;2D,WiiU,not specified,,
4296,Extreme Exorcism,2015,GoldenRubyGames,Action;Platformer;2D,WiiU,not specified,,
4297,CastleStorm,2013,ZenStudios,Strategy;General;General,PlayStationVita,2 ,8.57,"fun,online,local,angry,unique"
4298,Rift: Storm Legion,2012,TrionWorlds,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,not specified,,
4299,Wizorb,2012,Beatshapers,Miscellaneous;Puzzle;Action;General;Puzzle;Action,PSP,not specified,,
4300,Tom Clancy's Ghost Recon: Future Soldier,2012,UbisoftParis,Action;Shooter;Shooter;Third-Person;Tactical;Modern;Modern,PlayStation3,Up to 12 ,,
4301,Madden NFL 12,2011,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,6  Online,,
4302,Crayon Physics Deluxe,2009,PetriPurho,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PC,not specified,,
4303,Tony Hawk's Proving Ground,2007,VicariousVisions,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,DS,4  Online,,
4304,Nancy Drew: Legend of the Crystal Skull,2007,HerInteractive,Adventure;General;General;Point-and-Click,PC,1 Player,,
4305,Mario Strikers Charged,2007,NextLevelGames,Sports;Traditional;Team;Soccer;Arcade;Arcade,Wii,4  Online,,
4306,Mega Man Maverick Hunter X,2006,Capcom,Action;Platformer;Platformer;2D;2D,PSP,1 Player,,
4307,EverQuest II: Desert of Flames,2005,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,Massively Multiplayer,,
4308,Madden NFL 2005,2004,ExientEntertainment,Sports;Traditional;Football;Sim,GameBoyAdvance,1-2 ,7.74,"madden,new,easy,realistic,amazing"
4309,SimCity 4: Rush Hour,2003,Maxis,Strategy;City Building;Management;Modern;Modern;Government,PC,1 Player,,
4310,The Simpsons: Hit & Run,2003,RadicalEntertainment,Driving;Mission-based,GameCube,1-4 ,7.87,"grand,hard,funny,fun,big"
4311,Tenchu: Wrath of Heaven,2003,K2LLC,Action Adventure;Fantasy,PlayStation2,1-2 ,,
4312,Uncommon Valor: Campaign for the South Pacific,2002,2By3Games,Strategy;Wargame;Turn-Based,PC,1-2 ,,
4313,Deathrow,2002,SouthendInteractive,Sports;Alternative;Futuristic,Xbox,1-4 ,,
4314,Global Operations,2002,BarkingDog,Action;Shooter;Shooter;First-Person;Tactical;Modern,PC,not specified,,
4315,Burnout,2001,CriterionGames,Driving;Racing;Arcade,PlayStation2,1-2 ,,
4316,Mega Man Battle Network,2001,Capcom,Role-Playing;Action RPG,GameBoyAdvance,1 Player,,
4317,StarLancer,2000,DigitalAnvil,Simulation;Sci-Fi;Small Spaceship,Dreamcast,not specified,,
4318,Shadow Warrior 2,2016,FlyingWildHog,Action;Shooter;First-Person;Arcade,PC,Online Multiplayer,,
4319,Dance Dance Revolution Ultramix 2,2004,KonamiComputerEntertainmentHawaii,Miscellaneous;Rhythm;Dancing,Xbox,16  Online,,
4320,Apotheon,2015,Alientrap,Platformer;2D;Platformer;Action;Beat-'Em-Up;2D,PC,not specified,,
4321,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,2016,TelltaleGames,Action;Adventure;General;Point-and-Click,XboxOne,not specified,,
4322,Need for Speed: Most Wanted - A Criterion Game,2012,CriterionGames,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,not specified,5.0,"wanted,nfs,original,new,hot"
4323,Star Wars: Battlefront II,2005,PandemicStudios,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,Online Multiplayer,8.51,"new,original,galactic,instant,battlefront"
4324,The Walking Dead: Season Two Episode 1 - All That Remains,2013,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,not specified,,
4325,WWE SmackDown vs. Raw 2010,2009,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,Wii,not specified,8.14,"new,smackdown,wwe,created,awesome"
4326,Roogoo,2008,SpiderMonk,Miscellaneous;Puzzle;Puzzle;General;General,Xbox360,2  Online,,
4327,Golf Story,2017,SideBarGames,Action Adventure;General,Switch,No Online Multiplayer,,
4328,DG2: Defense Grid 2,2014,HiddenPathEntertainment,Strategy;Real-Time;General;Defense,XboxOne,not specified,6.14,"temporal,hard,original,new,useless"
4329,The Journey Down: Chapter Two,2014,SkyGoblin,Adventure;General,PC,No Online Multiplayer,,
4330,Muramasa Rebirth,2013,Vanillaware,Role-Playing;Action RPG;Action RPG,PlayStationVita,not specified,,
4331,Star Trek: Elite Force II,2003,RitualEntertainment,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,1-32 ,,
4332,Tiger Woods PGA Tour 11,2010,EASports,Sports;Traditional;Individual;Golf;Sim;Sim,PlayStation3,not specified,,
4333,Pinball FX3,2017,ZenStudios,Action;Pinball,PlayStation4,not specified,8.07,"free,pinball,digital,online,big"
4334,The Lion's Song,2016,Mi'pu'miGames,Adventure;General;Point-and-Click,PC,not specified,7.0,"excellent,third,mediocre,fourth,mixed"
4335,This War of Mine: The Little Ones,2016,11bitstudios,Strategy;Real-Time;General,XboxOne,not specified,,
4336,Call of Juarez: Bound in Blood,2009,Techland,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PlayStation3,Up to 12 ,,
4337,Zuma's Revenge!,2009,PopCap,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;Action,PC,not specified,,
4338,Xanadu Next,2016,Falcom,Role-Playing;Action RPG,PC,No Online Multiplayer,,
4339,Obliteracers,2016,"SpaceDustStudios,VarkianEmpire",Racing;Arcade;Futuristic,PC,not specified,,
4340,ZEN Pinball 2: Balls of Glory,2015,ZenStudios,Action;Pinball,PlayStation4,not specified,,
4341,The Denpa Men: They Came By Wave,2012,GeniusSonorityInc.,Role-Playing;General;General,3DS,1 Player,,
4342,Traxxpad,2007,DefinitiveStudios,Action;Miscellaneous;Rhythm;Music;Music,PSP,1 Player,,
4343,Alien Hominid,2004,TheBehemoth,Action;Shooter;Scrolling,GameCube,1-4 ,,
4344,Hasbro Family Game Night: Yahtzee,2009,ElectronicArts,Miscellaneous;Board Games;Board / Card Game,Xbox360,not specified,,
4345,Tiger Woods PGA Tour,2005,EACanada,Sports;Traditional;Individual;Golf;Sim;Sim,PSP,1-4 ,,
4346,Broken Sword: Shadow of the Templars - The Director's Cut,2009,RevolutionSoftware,Adventure;General;General;Point-and-Click,DS,not specified,,
4347,Layers of Fear,2016,BlooberTeam,Adventure;3D;First-Person,XboxOne,not specified,,
4348,Crash Bandicoot N. Sane Trilogy,2018,VicariousVisions,Miscellaneous;Compilation,XboxOne,No Online Multiplayer,,
4349,Baldur's Gate: Enhanced Edition,2012,OverhaulGames,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,No Online Multiplayer,,
4350,Disgaea 3: Absence of Justice,2008,NipponIchiSoftware,Strategy;Turn-Based;Fantasy;Fantasy;Tactics,PlayStation3,No Online Multiplayer,,
4351,Doom 3: Resurrection of Evil,2005,NerveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,8  Online,,
4352,LEGO Indiana Jones: The Original Adventures,2008,Traveller'sTales,Action Adventure;Adventure;General;General,PC,not specified,,
4353,Yakuza 4,2011,RyugaGotokuStudios,Action Adventure;Modern;Modern;Open-World,PlayStation3,not specified,,
4354,EVERSPACE,2018,ROCKFISHGames,Action Adventure;Open-World,PlayStation4,No Online Multiplayer,,
4355,DeathSmiles,2016,Cave,Action;Shooter;Shoot-'Em-Up;Horizontal,PC,No Online Multiplayer,,
4356,The Sims 3,2010,TheSimsStudio,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PlayStation3,No Online Multiplayer,6.97,"new,sims,amazing,big,huge"
4357,Wade Hixton's Counter Punch,2004,InfernoGames,Sports;Traditional;Boxing,GameBoyAdvance,1 Player,,
4358,Baldur's Gate: Dark Alliance II,2004,BlackIsleStudios,Role-Playing;Action RPG,PlayStation2,1-2 ,,
4359,NASCAR Thunder 2004,2003,EAGames,Driving;Racing;Simulation;Stock Car;Stock Car;Automobile,PC,1-16 ,8.6,"ea,huge,awesome,white,u"
4360,Dave Mirra Freestyle BMX 3,2002,Full-Fat,Sports;Alternative;Biking,GameBoyAdvance,1-2 ,,
4361,Contra: Shattered Soldier,2002,KCET,Action;Shooter;Scrolling,PlayStation2,1-2 ,,
4362,Freekstyle,2002,Page44Studios,Driving;Racing;Motorcycle;Motocross,GameCube,1-2 ,6.14,"hard,easy,ea,fun,third"
4363,Dynasty Warriors 3,2001,OmegaForce,Action;Beat-'Em-Up,PlayStation2,1-2 ,,
4364,Shadow of Destiny,2001,Konami,Adventure;Third-Person;Fantasy,PlayStation2,1 Player,,
4365,Midnight Club: Street Racing,2000,AngelStudios,Driving;Racing;GT / Street,PlayStation2,1-2 ,,
4366,Swing Away Golf,2000,T&ESoft,Sports;Traditional;Golf;Arcade,PlayStation2,1-4 ,,
4367,Harvest Moon 64,1999,VictorInteractiveSoftware,Strategy;Breeding/Constructing,Nintendo64,1 Player,,
4368,Sphinx and the Cursed Mummy,2003,EurocomEntertainmentSoftware,Action Adventure;Fantasy,PlayStation2,1 Player,,
4369,Skylanders: Spyro's Adventure,2011,ToysforBob,Action;Platformer;Platformer;3D;3D,Xbox360,not specified,5.26,"new,spyro,old,original,console"
4370,Detroit: Become Human,2018,QuanticDream,Action Adventure;Open-World;Adventure;3D;Third-Person,PlayStation4,No Online Multiplayer,,
4371,NHL 17,2016,"EACanada,EAVancouver",Sports;Team;Ice Hockey;Sim,PlayStation4,Up to 12 ,,
4372,Madden NFL 12,2011,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,6  Online,,
4373,inFamous: Festival of Blood,2011,SuckerPunch,Action Adventure;Sci-Fi;Sci-Fi;Open-World,PlayStation3,not specified,,
4374,A Way Out,2018,Hazelight,Action Adventure;General,PlayStation4,2 ,,
4375,The Sims 4: City Living,2016,Maxis,Simulation;Virtual;Virtual Life,PC,not specified,,
4376,Rock Band Blitz,2012,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,not specified,,
4377,Lost Odyssey,2008,Mistwalker,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,Xbox360,1 Player,,
4378,Rez,2002,UGA,Action;Shooter;Rail,PlayStation2,1 Player,,
4379,Klonoa 2: Dream Champ Tournament,2005,Namco,Action;General,GameBoyAdvance,1 Player,,
4380,BattleTech,2018,HarebrainedSchemesLLC,Strategy;Turn-Based;Tactics,PC,Online Multiplayer,,
4381,Death Road to Canada,2018,RocketcatGames,Action;General,PlayStation4,No Online Multiplayer,,
4382,Doki Doki Literature Club!,2017,TeamSalvato,Adventure;Visual Novel,PC,not specified,,
4383,Far Cry Instincts Evolution,2006,UbisoftMontreal,Action;Shooter;First-Person;Modern,Xbox,16  Online,,
4384,Fallout 4 VR,2017,BethesdaGameStudios,Role-Playing;Western-Style,PC,No Online Multiplayer,,
4385,Transformers: Fall of Cybertron,2012,"HighMoonStudios,MercenaryTechnologies",Action;General;General;Shooter;Third-Person;Arcade,PC,not specified,,
4386,Gurumin: A Monstrous Adventure,2007,Falcom,Role-Playing;Action RPG;Action RPG,PSP,1 Player,,
4387,Vanquish,2017,PlatinumGames,Action;Shooter;Third-Person;Arcade,PC,No Online Multiplayer,8.34,"hard,new,amazing,vanquish,fast"
4388,Madden NFL 07,2006,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PSP,1-2 ,5.92,"madden,new,ea,right,defensive"
4389,FIFA Soccer 06,2005,EACanada,Sports;Traditional;Team;Soccer;Sim;Sim,PC,1-8 ,,
4390,Yoshi's Woolly World,2015,Good-Feel,Action Adventure;Platformer;2D;Fantasy;Action;Platformer;2D,WiiU,not specified,,
4391,Stellaris,2016,ParadoxDevelopmentStudio,Strategy;Real-Time;General,PC,not specified,,
4392,The House of the Dead: Overkill,2009,HeadstrongGames,Action;Shooter;Shooter;Light Gun;Light Gun,Wii,not specified,,
4393,Super Rude Bear Resurrection,2017,AlexRose,Action;Platformer;2D,PlayStation4,not specified,,
4394,Bomberman Land Touch!,2006,Hudson,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;General;Action,DS,4  Online,,
4395,Big Bang Mini,2009,ArkedoStudio,Action;Shooter;Shooter;Static;Static;Shoot-'Em-Up;Top-Down,DS,1-2 ,,
4396,SIREN: Blood Curse,2008,SCEJapanStudio,Action Adventure;Horror;Horror;Survival,PlayStation3,1 Player,,
4397,WWE '13,2012,"THQ,Yuke's",Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,Xbox360,not specified,,
4398,Pro Evolution Soccer 2010,2009,Konami,Sports;Traditional;Team;Football;Soccer;Sim;Sim;Sim,PlayStation3,not specified,9.43,"classic,hd-business,metacritic-able,hd-bubble,soccer"
4399,Hotel Dusk: Room 215,2007,Cing,Adventure;General;General,DS,1 Player,,
4400,Cosmic Star Heroine,2018,ZeboydGames,Role-Playing;Japanese-Style,Switch,No Online Multiplayer,,
4401,Archangel: Hellfire,2018,SkydanceInteractive,Simulation;Combat;Vehicle,PC,not specified,,
4402,King's Quest Chapter 5: The Good Knight,2016,TheOddGentlemen,Adventure;General,PlayStation4,not specified,,
4403,Prototype,2009,RadicalEntertainment,Action Adventure;Sci-Fi;Sci-Fi;Open-World,Xbox360,1 Player,,
4404,Project: Snowblind,2005,CrystalDynamics,Action;Shooter;First-Person;Sci-Fi,PlayStation2,16  Online,,
4405,The Thing,2002,ComputerArtworks,Action Adventure;Horror,PlayStation2,1 Player,,
4406,DeathSpank: Thongs of Virtue,2011,HotheadGames,Role-Playing;Action RPG;Action RPG,Xbox360,1 Player,,
4407,Hatsune Miku: Project Diva X,2016,Sega,Action;Rhythm;Music,PlayStation4,No Online Multiplayer,,
4408,Bad Request,not specified,not specified,no genre,not specified,not specified,9.09,"new,hard,ubisoft,enjoyable,fantastic"
4409,DeadCore,2013,5-BitsGames,Action;Shooter;First-Person;Sci-Fi;Arcade,PC,No Online Multiplayer,,
4410,Conker: Live & Reloaded,2005,RareLtd.,Action;Shooter;Third-Person;Fantasy,Xbox,1-2 ,,
4411,Castlevania: The Adventure ReBirth,2009,M2,Action;Platformer;Platformer;2D;2D,Wii,No Online Multiplayer,,
4412,The Walking Dead: Season Two Episode 5 - No Going Back,2014,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,not specified,8.6,"interesting,final,multiple,strong,actual"
4413,MLB 2005,2004,989Sports,Sports;Traditional;Baseball;Sim,PlayStation2,1-2 ,,
4414,Neverwinter Nights: Shadows of Undrentide,2003,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,1 Player,,
4415,Knockout Kings 2003,2002,EASports,Sports;Traditional;Boxing,GameCube,1-2 ,,
4416,Duke Nukem: Manhattan Project,2002,SunstormInteractive,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Horizontal,PC,1 Player,,
4417,Konami Collector's Series: Arcade Advanced,2002,KCEA,Miscellaneous;Compilation,GameBoyAdvance,not specified,,
